config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,key_fields,source_file,line_number,timestamp,notes
C01,2026-02-26_exp_11,kill_event,unwitnessed,2026-02-26_exp_11:game:1:event:20,Player 6: cyan,Impostor,"{""victim"": ""Player 2: blue"", ""kill_timestep"": 2, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.25, ""kill_timing_cat"": ""early"", ""game_duration"": 8}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_11\structured-v1\events_v1.jsonl,20,2026-02-26T13:59:42.127774Z,
C01,2026-02-26_exp_12,kill_event,witnessed,2026-02-26_exp_12:game:2:event:9,Player 2: green,Impostor,"{""victim"": ""Player 6: yellow"", ""kill_timestep"": 1, ""external_witnesses"": [""Player 3: cyan"", ""Player 4: black"", ""Player 7: brown""], ""witness_count"": 3, ""kill_timing_norm"": 0.1111, ""kill_timing_cat"": ""early"", ""game_duration"": 9}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_12\structured-v1\events_v1.jsonl,9,2026-02-26T14:20:59.069162Z,
C01,2026-02-26_exp_12,impostor_survival_after_witness,survived_no_meeting,2026-02-26_exp_12:game:2:event:9,Player 2: green,Impostor,"{""kill_ev_id"": ""2026-02-26_exp_12:game:2:event:9"", ""victim"": ""Player 6: yellow"", ""kill_ts"": 1, ""external_witnesses"": [""Player 3: cyan"", ""Player 4: black"", ""Player 7: brown""], ""meeting_id"": null, ""ejected_player"": null, ""killer_survived"": true, ""reason"": ""no_meeting_after_kill""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_12\structured-v1\events_v1.jsonl,9,2026-02-26T14:20:59.069162Z,game ended before next meeting
C01,2026-02-26_exp_13,kill_event,unwitnessed,2026-02-26_exp_13:game:3:event:32,Player 4: purple,Impostor,"{""victim"": ""Player 6: cyan"", ""kill_timestep"": 4, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.4444, ""kill_timing_cat"": ""mid"", ""game_duration"": 9}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_13\structured-v1\events_v1.jsonl,32,2026-02-26T14:50:30.750825Z,
C01,2026-02-26_exp_14,kill_event,witnessed,2026-02-26_exp_14:game:4:event:21,Player 7: cyan,Impostor,"{""victim"": ""Player 2: black"", ""kill_timestep"": 2, ""external_witnesses"": [""Player 1: white"", ""Player 3: purple"", ""Player 4: lime"", ""Player 5: green"", ""Player 6: brown""], ""witness_count"": 5, ""kill_timing_norm"": 0.1667, ""kill_timing_cat"": ""early"", ""game_duration"": 12}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_14\structured-v1\events_v1.jsonl,21,2026-02-26T15:15:42.879472Z,
C01,2026-02-26_exp_14,impostor_survival_after_witness,survived_no_meeting,2026-02-26_exp_14:game:4:event:21,Player 7: cyan,Impostor,"{""kill_ev_id"": ""2026-02-26_exp_14:game:4:event:21"", ""victim"": ""Player 2: black"", ""kill_ts"": 2, ""external_witnesses"": [""Player 1: white"", ""Player 3: purple"", ""Player 4: lime"", ""Player 5: green"", ""Player 6: brown""], ""meeting_id"": null, ""ejected_player"": null, ""killer_survived"": true, ""reason"": ""no_meeting_after_kill""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_14\structured-v1\events_v1.jsonl,21,2026-02-26T15:15:42.879472Z,game ended before next meeting
C01,2026-02-26_exp_14,kill_event,witnessed,2026-02-26_exp_14:game:4:event:22,Player 1: white,Impostor,"{""victim"": ""Player 6: brown"", ""kill_timestep"": 3, ""external_witnesses"": [""Player 3: purple"", ""Player 4: lime"", ""Player 5: green"", ""Player 7: cyan""], ""witness_count"": 4, ""kill_timing_norm"": 0.25, ""kill_timing_cat"": ""early"", ""game_duration"": 12}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_14\structured-v1\events_v1.jsonl,22,2026-02-26T15:15:48.458687Z,
C01,2026-02-26_exp_14,impostor_survival_after_witness,survived_no_meeting,2026-02-26_exp_14:game:4:event:22,Player 1: white,Impostor,"{""kill_ev_id"": ""2026-02-26_exp_14:game:4:event:22"", ""victim"": ""Player 6: brown"", ""kill_ts"": 3, ""external_witnesses"": [""Player 3: purple"", ""Player 4: lime"", ""Player 5: green"", ""Player 7: cyan""], ""meeting_id"": null, ""ejected_player"": null, ""killer_survived"": true, ""reason"": ""no_meeting_after_kill""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_14\structured-v1\events_v1.jsonl,22,2026-02-26T15:15:48.458687Z,game ended before next meeting
C01,2026-02-26_exp_15,kill_event,witnessed,2026-02-26_exp_15:game:5:event:16,Player 2: red,Impostor,"{""victim"": ""Player 3: cyan"", ""kill_timestep"": 2, ""external_witnesses"": [""Player 4: pink"", ""Player 5: orange"", ""Player 6: white"", ""Player 7: brown""], ""witness_count"": 4, ""kill_timing_norm"": 0.1429, ""kill_timing_cat"": ""early"", ""game_duration"": 14}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_15\structured-v1\events_v1.jsonl,16,2026-02-26T15:27:36.363372Z,
C01,2026-02-26_exp_15,impostor_survival_after_witness,ejected,"[""2026-02-26_exp_15:game:5:event:16"", ""2026-02-26_exp_15:game:5:event:44""]",Player 2: red,Impostor,"{""kill_ev_id"": ""2026-02-26_exp_15:game:5:event:16"", ""victim"": ""Player 3: cyan"", ""kill_ts"": 2, ""external_witnesses"": [""Player 4: pink"", ""Player 5: orange"", ""Player 6: white"", ""Player 7: brown""], ""meeting_id"": 1, ""voteout_ev_id"": ""2026-02-26_exp_15:game:5:event:44"", ""ejected_player"": ""Player 2: red"", ""votes_for_killer"": 5, ""total_votes"": 6, ""killer_survived"": false}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_15\structured-v1\events_v1.jsonl,16,2026-02-26T15:27:36.363372Z,kill_event_id -> witness_names -> meeting_id -> votes_for_killer -> total_votes -> killer_survived
