config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,key_fields,source_file,line_number,timestamp,notes
C04,2026-02-27_exp_13,kill_event,witnessed,2026-02-27_exp_13:game:1:event:5,Player 5: orange,Impostor,"{""victim"": ""Player 6: green"", ""kill_timestep"": 0, ""external_witnesses"": [""Player 7: brown""], ""witness_count"": 1, ""kill_timing_norm"": 0.0, ""kill_timing_cat"": ""early"", ""game_duration"": 7}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_13\structured-v1\events_v1.jsonl,5,2026-02-27T09:05:23.645341Z,
C04,2026-02-27_exp_13,impostor_survival_after_witness,survived_no_meeting,2026-02-27_exp_13:game:1:event:5,Player 5: orange,Impostor,"{""kill_ev_id"": ""2026-02-27_exp_13:game:1:event:5"", ""victim"": ""Player 6: green"", ""kill_ts"": 0, ""external_witnesses"": [""Player 7: brown""], ""meeting_id"": null, ""ejected_player"": null, ""killer_survived"": true, ""reason"": ""no_meeting_after_kill""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_13\structured-v1\events_v1.jsonl,5,2026-02-27T09:05:23.645341Z,game ended before next meeting
C04,2026-02-27_exp_13,kill_event,unwitnessed,2026-02-27_exp_13:game:1:event:29,Player 5: orange,Impostor,"{""victim"": ""Player 4: red"", ""kill_timestep"": 4, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.5714, ""kill_timing_cat"": ""mid"", ""game_duration"": 7}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_13\structured-v1\events_v1.jsonl,29,2026-02-27T09:06:33.232508Z,
C04,2026-02-27_exp_13,kill_event,unwitnessed,2026-02-27_exp_13:game:1:event:40,Player 7: brown,Impostor,"{""victim"": ""Player 2: lime"", ""kill_timestep"": 6, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.8571, ""kill_timing_cat"": ""late"", ""game_duration"": 7}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_13\structured-v1\events_v1.jsonl,40,2026-02-27T09:07:11.107685Z,
C04,2026-02-27_exp_14,kill_event,witnessed,2026-02-27_exp_14:game:2:event:6,Player 6: purple,Impostor,"{""victim"": ""Player 1: red"", ""kill_timestep"": 0, ""external_witnesses"": [""Player 7: white""], ""witness_count"": 1, ""kill_timing_norm"": 0.0, ""kill_timing_cat"": ""early"", ""game_duration"": 10}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_14\structured-v1\events_v1.jsonl,6,2026-02-27T09:08:07.866789Z,
C04,2026-02-27_exp_14,impostor_survival_after_witness,survived,"[""2026-02-27_exp_14:game:2:event:6"", ""2026-02-27_exp_14:game:2:event:44""]",Player 6: purple,Impostor,"{""kill_ev_id"": ""2026-02-27_exp_14:game:2:event:6"", ""victim"": ""Player 1: red"", ""kill_ts"": 0, ""external_witnesses"": [""Player 7: white""], ""meeting_id"": 1, ""voteout_ev_id"": ""2026-02-27_exp_14:game:2:event:44"", ""ejected_player"": null, ""votes_for_killer"": 0, ""total_votes"": 6, ""killer_survived"": true}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_14\structured-v1\events_v1.jsonl,6,2026-02-27T09:08:07.866789Z,kill_event_id -> witness_names -> meeting_id -> votes_for_killer -> total_votes -> killer_survived
C04,2026-02-27_exp_14,kill_event,witnessed,2026-02-27_exp_14:game:2:event:49,Player 6: purple,Impostor,"{""victim"": ""Player 2: brown"", ""kill_timestep"": 4, ""external_witnesses"": [""Player 7: white""], ""witness_count"": 1, ""kill_timing_norm"": 0.4, ""kill_timing_cat"": ""mid"", ""game_duration"": 10}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_14\structured-v1\events_v1.jsonl,49,2026-02-27T09:11:41.538838Z,
C04,2026-02-27_exp_14,impostor_survival_after_witness,survived_no_meeting,2026-02-27_exp_14:game:2:event:49,Player 6: purple,Impostor,"{""kill_ev_id"": ""2026-02-27_exp_14:game:2:event:49"", ""victim"": ""Player 2: brown"", ""kill_ts"": 4, ""external_witnesses"": [""Player 7: white""], ""meeting_id"": null, ""ejected_player"": null, ""killer_survived"": true, ""reason"": ""no_meeting_after_kill""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_14\structured-v1\events_v1.jsonl,49,2026-02-27T09:11:41.538838Z,game ended before next meeting
C04,2026-02-27_exp_14,kill_event,witnessed,2026-02-27_exp_14:game:2:event:74,Player 6: purple,Impostor,"{""victim"": ""Player 5: green"", ""kill_timestep"": 9, ""external_witnesses"": [""Player 7: white""], ""witness_count"": 1, ""kill_timing_norm"": 0.9, ""kill_timing_cat"": ""late"", ""game_duration"": 10}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_14\structured-v1\events_v1.jsonl,74,2026-02-27T09:12:45.483742Z,
C04,2026-02-27_exp_14,impostor_survival_after_witness,survived_no_meeting,2026-02-27_exp_14:game:2:event:74,Player 6: purple,Impostor,"{""kill_ev_id"": ""2026-02-27_exp_14:game:2:event:74"", ""victim"": ""Player 5: green"", ""kill_ts"": 9, ""external_witnesses"": [""Player 7: white""], ""meeting_id"": null, ""ejected_player"": null, ""killer_survived"": true, ""reason"": ""no_meeting_after_kill""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_14\structured-v1\events_v1.jsonl,74,2026-02-27T09:12:45.483742Z,game ended before next meeting
C04,2026-02-27_exp_15,kill_event,witnessed,2026-02-27_exp_15:game:3:event:11,Player 4: brown,Impostor,"{""victim"": ""Player 7: cyan"", ""kill_timestep"": 1, ""external_witnesses"": [""Player 2: white"", ""Player 5: purple""], ""witness_count"": 2, ""kill_timing_norm"": 0.0417, ""kill_timing_cat"": ""early"", ""game_duration"": 24}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_15\structured-v1\events_v1.jsonl,11,2026-02-27T09:13:40.710312Z,
C04,2026-02-27_exp_15,impostor_survival_after_witness,survived,"[""2026-02-27_exp_15:game:3:event:11"", ""2026-02-27_exp_15:game:3:event:40""]",Player 4: brown,Impostor,"{""kill_ev_id"": ""2026-02-27_exp_15:game:3:event:11"", ""victim"": ""Player 7: cyan"", ""kill_ts"": 1, ""external_witnesses"": [""Player 2: white"", ""Player 5: purple""], ""meeting_id"": 1, ""voteout_ev_id"": ""2026-02-27_exp_15:game:3:event:40"", ""ejected_player"": ""Player 5: purple"", ""votes_for_killer"": 1, ""total_votes"": 6, ""killer_survived"": true}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_15\structured-v1\events_v1.jsonl,11,2026-02-27T09:13:40.710312Z,kill_event_id -> witness_names -> meeting_id -> votes_for_killer -> total_votes -> killer_survived
C04,2026-02-27_exp_15,kill_event,unwitnessed,2026-02-27_exp_15:game:3:event:44,Player 4: brown,Impostor,"{""victim"": ""Player 6: lime"", ""kill_timestep"": 4, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.1667, ""kill_timing_cat"": ""early"", ""game_duration"": 24}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_15\structured-v1\events_v1.jsonl,44,2026-02-27T09:17:53.160489Z,
C04,2026-02-27_exp_15,kill_event,unwitnessed,2026-02-27_exp_15:game:3:event:72,Player 4: brown,Impostor,"{""victim"": ""Player 1: orange"", ""kill_timestep"": 11, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.4583, ""kill_timing_cat"": ""mid"", ""game_duration"": 24}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-27_exp_15\structured-v1\events_v1.jsonl,72,2026-02-27T09:19:03.697587Z,
C04,2026-02-28_exp_10,kill_event,witnessed,2026-02-28_exp_10:game:1:event:4,Player 4: pink,Impostor,"{""victim"": ""Player 6: purple"", ""kill_timestep"": 0, ""external_witnesses"": [""Player 5: black"", ""Player 7: brown""], ""witness_count"": 2, ""kill_timing_norm"": 0.0, ""kill_timing_cat"": ""early"", ""game_duration"": 10}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_10\structured-v1\events_v1.jsonl,4,2026-02-28T09:50:19.349513Z,
C04,2026-02-28_exp_10,impostor_survival_after_witness,survived,"[""2026-02-28_exp_10:game:1:event:4"", ""2026-02-28_exp_10:game:1:event:31""]",Player 4: pink,Impostor,"{""kill_ev_id"": ""2026-02-28_exp_10:game:1:event:4"", ""victim"": ""Player 6: purple"", ""kill_ts"": 0, ""external_witnesses"": [""Player 5: black"", ""Player 7: brown""], ""meeting_id"": 1, ""voteout_ev_id"": ""2026-02-28_exp_10:game:1:event:31"", ""ejected_player"": ""Player 5: black"", ""votes_for_killer"": 0, ""total_votes"": 6, ""killer_survived"": true}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_10\structured-v1\events_v1.jsonl,4,2026-02-28T09:50:19.349513Z,kill_event_id -> witness_names -> meeting_id -> votes_for_killer -> total_votes -> killer_survived
C04,2026-02-28_exp_10,kill_event,unwitnessed,2026-02-28_exp_10:game:1:event:35,Player 4: pink,Impostor,"{""victim"": ""Player 7: brown"", ""kill_timestep"": 2, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.2, ""kill_timing_cat"": ""early"", ""game_duration"": 10}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_10\structured-v1\events_v1.jsonl,35,2026-02-28T09:53:51.384881Z,
C04,2026-02-28_exp_10,kill_event,witnessed,2026-02-28_exp_10:game:1:event:55,Player 4: pink,Impostor,"{""victim"": ""Player 2: white"", ""kill_timestep"": 7, ""external_witnesses"": [""Player 1: red""], ""witness_count"": 1, ""kill_timing_norm"": 0.7, ""kill_timing_cat"": ""late"", ""game_duration"": 10}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_10\structured-v1\events_v1.jsonl,55,2026-02-28T09:55:37.221994Z,
C04,2026-02-28_exp_10,impostor_survival_after_witness,survived,"[""2026-02-28_exp_10:game:1:event:55"", ""2026-02-28_exp_10:game:1:event:69""]",Player 4: pink,Impostor,"{""kill_ev_id"": ""2026-02-28_exp_10:game:1:event:55"", ""victim"": ""Player 2: white"", ""kill_ts"": 7, ""external_witnesses"": [""Player 1: red""], ""meeting_id"": 2, ""voteout_ev_id"": ""2026-02-28_exp_10:game:1:event:69"", ""ejected_player"": ""Player 1: red"", ""votes_for_killer"": 1, ""total_votes"": 3, ""killer_survived"": true}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_10\structured-v1\events_v1.jsonl,55,2026-02-28T09:55:37.221994Z,kill_event_id -> witness_names -> meeting_id -> votes_for_killer -> total_votes -> killer_survived
C04,2026-02-28_exp_11,kill_event,unwitnessed,2026-02-28_exp_11:game:2:event:28,Player 7: lime,Impostor,"{""victim"": ""Player 2: purple"", ""kill_timestep"": 3, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.2143, ""kill_timing_cat"": ""early"", ""game_duration"": 14}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_11\structured-v1\events_v1.jsonl,28,2026-02-28T10:00:57.236486Z,
C04,2026-02-28_exp_11,kill_event,unwitnessed,2026-02-28_exp_11:game:2:event:52,Player 7: lime,Impostor,"{""victim"": ""Player 5: brown"", ""kill_timestep"": 7, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.5, ""kill_timing_cat"": ""mid"", ""game_duration"": 14}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_11\structured-v1\events_v1.jsonl,52,2026-02-28T10:02:07.401624Z,
C04,2026-02-28_exp_11,kill_event,unwitnessed,2026-02-28_exp_11:game:2:event:82,Player 7: lime,Impostor,"{""victim"": ""Player 3: green"", ""kill_timestep"": 13, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.9286, ""kill_timing_cat"": ""late"", ""game_duration"": 14}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_11\structured-v1\events_v1.jsonl,82,2026-02-28T10:03:33.458702Z,
C04,2026-02-28_exp_12,kill_event,unwitnessed,2026-02-28_exp_12:game:3:event:21,Player 7: black,Impostor,"{""victim"": ""Player 2: green"", ""kill_timestep"": 2, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.1818, ""kill_timing_cat"": ""early"", ""game_duration"": 11}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_12\structured-v1\events_v1.jsonl,21,2026-02-28T10:04:41.386869Z,
C04,2026-02-28_exp_12,kill_event,unwitnessed,2026-02-28_exp_12:game:3:event:45,Player 7: black,Impostor,"{""victim"": ""Player 4: lime"", ""kill_timestep"": 6, ""external_witnesses"": [], ""witness_count"": 0, ""kill_timing_norm"": 0.5455, ""kill_timing_cat"": ""mid"", ""game_duration"": 11}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_12\structured-v1\events_v1.jsonl,45,2026-02-28T10:05:55.032685Z,
C04,2026-02-28_exp_12,kill_event,witnessed,2026-02-28_exp_12:game:3:event:65,Player 7: black,Impostor,"{""victim"": ""Player 1: pink"", ""kill_timestep"": 10, ""external_witnesses"": [""Player 5: yellow""], ""witness_count"": 1, ""kill_timing_norm"": 0.9091, ""kill_timing_cat"": ""late"", ""game_duration"": 11}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_12\structured-v1\events_v1.jsonl,65,2026-02-28T10:06:58.415728Z,
C04,2026-02-28_exp_12,impostor_survival_after_witness,survived_no_meeting,2026-02-28_exp_12:game:3:event:65,Player 7: black,Impostor,"{""kill_ev_id"": ""2026-02-28_exp_12:game:3:event:65"", ""victim"": ""Player 1: pink"", ""kill_ts"": 10, ""external_witnesses"": [""Player 5: yellow""], ""meeting_id"": null, ""ejected_player"": null, ""killer_survived"": true, ""reason"": ""no_meeting_after_kill""}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_12\structured-v1\events_v1.jsonl,65,2026-02-28T10:06:58.415728Z,game ended before next meeting
