config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,key_fields,source_file,line_number,timestamp,notes
C06,2026-02-28_exp_5,game_outcome,impostor_win,,,,"{""winner"": 1, ""winner_reason"": ""Impostors win! (Crewmates being outnumbered or tied to impostors))"", ""timestep"": 12, ""human_role"": ""impostor"", ""human_won"": true}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_5\structured-v1\outcomes_v1.jsonl,1,2026-02-28T07:39:44.349551Z,
C06,2026-02-28_exp_5,game_duration,12,,,,"{""timestep"": 12}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_5\structured-v1\outcomes_v1.jsonl,1,2026-02-28T07:39:44.349551Z,
C06,2026-02-28_exp_5,survivors_at_end,4,2026-02-28_exp_5:game:1:event:75,,,"{""alive_players"": 4}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_5\structured-v1\events_v1.jsonl,75,2026-02-28T07:39:44.346496Z,
C06,2026-02-28_exp_6,game_outcome,impostor_win,,,,"{""winner"": 1, ""winner_reason"": ""Impostors win! (Crewmates being outnumbered or tied to impostors))"", ""timestep"": 28, ""human_role"": ""impostor"", ""human_won"": true}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_6\structured-v1\outcomes_v1.jsonl,1,2026-02-28T07:58:37.851327Z,
C06,2026-02-28_exp_6,game_duration,28,,,,"{""timestep"": 28}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_6\structured-v1\outcomes_v1.jsonl,1,2026-02-28T07:58:37.851327Z,
C06,2026-02-28_exp_6,survivors_at_end,5,2026-02-28_exp_6:game:2:event:180,,,"{""alive_players"": 5}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_6\structured-v1\events_v1.jsonl,180,2026-02-28T07:58:37.757178Z,
C06,2026-02-28_exp_7,game_outcome,crewmate_win,,,,"{""winner"": 2, ""winner_reason"": ""Crewmates win! (Impostors eliminated)"", ""timestep"": 32, ""human_role"": ""impostor"", ""human_won"": false}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_7\structured-v1\outcomes_v1.jsonl,1,2026-02-28T08:12:19.572074Z,
C06,2026-02-28_exp_7,game_duration,32,,,,"{""timestep"": 32}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_7\structured-v1\outcomes_v1.jsonl,1,2026-02-28T08:12:19.572074Z,
C06,2026-02-28_exp_7,survivors_at_end,3,2026-02-28_exp_7:game:3:event:191,,,"{""alive_players"": 3}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_7\structured-v1\events_v1.jsonl,191,2026-02-28T08:12:19.567865Z,
C06,2026-02-28_exp_8,game_outcome,impostor_win,,,,"{""winner"": 1, ""winner_reason"": ""Impostors win! (Crewmates being outnumbered or tied to impostors))"", ""timestep"": 10, ""human_role"": ""impostor"", ""human_won"": true}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_8\structured-v1\outcomes_v1.jsonl,1,2026-02-28T08:17:47.528447Z,
C06,2026-02-28_exp_8,game_duration,10,,,,"{""timestep"": 10}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_8\structured-v1\outcomes_v1.jsonl,1,2026-02-28T08:17:47.528447Z,
C06,2026-02-28_exp_8,survivors_at_end,3,2026-02-28_exp_8:game:4:event:71,,,"{""alive_players"": 3}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_8\structured-v1\events_v1.jsonl,71,2026-02-28T08:17:47.526342Z,
C06,2026-02-28_exp_9,game_outcome,impostor_win,,,,"{""winner"": 1, ""winner_reason"": ""Impostors win! (Crewmates being outnumbered or tied to impostors))"", ""timestep"": 12, ""human_role"": ""impostor"", ""human_won"": true}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_9\structured-v1\outcomes_v1.jsonl,1,2026-02-28T08:21:02.925627Z,
C06,2026-02-28_exp_9,game_duration,12,,,,"{""timestep"": 12}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_9\structured-v1\outcomes_v1.jsonl,1,2026-02-28T08:21:02.925627Z,
C06,2026-02-28_exp_9,survivors_at_end,4,2026-02-28_exp_9:game:5:event:68,,,"{""alive_players"": 4}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_9\structured-v1\events_v1.jsonl,68,2026-02-28T08:21:02.923721Z,
