config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,key_fields,source_file,line_number,timestamp,notes
C08,2026-03-01_exp_10,game_outcome,crewmate_win,,,,"{""winner"": 3, ""winner_reason"": ""Crewmates win! (All task completed)"", ""timestep"": 27, ""human_role"": ""impostor"", ""human_won"": false}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_10\structured-v1\outcomes_v1.jsonl,1,2026-03-01T08:45:51.212022Z,
C08,2026-03-01_exp_10,game_duration,27,,,,"{""timestep"": 27}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_10\structured-v1\outcomes_v1.jsonl,1,2026-03-01T08:45:51.212022Z,
C08,2026-03-01_exp_10,survivors_at_end,4,2026-03-01_exp_10:game:4:event:189,,,"{""alive_players"": 4}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_10\structured-v1\events_v1.jsonl,189,2026-03-01T08:45:51.209197Z,
C08,2026-03-01_exp_11,game_outcome,impostor_win,,,,"{""winner"": 1, ""winner_reason"": ""Impostors win! (Crewmates being outnumbered or tied to impostors))"", ""timestep"": 9, ""human_role"": ""impostor"", ""human_won"": true}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_11\structured-v1\outcomes_v1.jsonl,1,2026-03-01T09:01:54.417248Z,
C08,2026-03-01_exp_11,game_duration,9,,,,"{""timestep"": 9}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_11\structured-v1\outcomes_v1.jsonl,1,2026-03-01T09:01:54.417248Z,
C08,2026-03-01_exp_11,survivors_at_end,4,2026-03-01_exp_11:game:5:event:63,,,"{""alive_players"": 4}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_11\structured-v1\events_v1.jsonl,63,2026-03-01T09:01:54.415033Z,
C08,2026-03-01_exp_12,game_outcome,impostor_win,,,,"{""winner"": 1, ""winner_reason"": ""Impostors win! (Crewmates being outnumbered or tied to impostors))"", ""timestep"": 9, ""human_role"": ""impostor"", ""human_won"": true}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_12\structured-v1\outcomes_v1.jsonl,1,2026-03-01T09:13:40.406217Z,
C08,2026-03-01_exp_12,game_duration,9,,,,"{""timestep"": 9}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_12\structured-v1\outcomes_v1.jsonl,1,2026-03-01T09:13:40.406217Z,
C08,2026-03-01_exp_12,survivors_at_end,5,2026-03-01_exp_12:game:6:event:65,,,"{""alive_players"": 5}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_12\structured-v1\events_v1.jsonl,65,2026-03-01T09:13:40.395931Z,
C08,2026-03-01_exp_13,game_outcome,impostor_win,,,,"{""winner"": 1, ""winner_reason"": ""Impostors win! (Crewmates being outnumbered or tied to impostors))"", ""timestep"": 18, ""human_role"": ""impostor"", ""human_won"": true}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_13\structured-v1\outcomes_v1.jsonl,1,2026-03-01T09:44:08.825758Z,
C08,2026-03-01_exp_13,game_duration,18,,,,"{""timestep"": 18}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_13\structured-v1\outcomes_v1.jsonl,1,2026-03-01T09:44:08.825758Z,
C08,2026-03-01_exp_13,survivors_at_end,4,2026-03-01_exp_13:game:7:event:100,,,"{""alive_players"": 4}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_13\structured-v1\events_v1.jsonl,100,2026-03-01T09:44:08.821639Z,
C08,2026-03-01_exp_14,game_outcome,impostor_win,,,,"{""winner"": 1, ""winner_reason"": ""Impostors win! (Crewmates being outnumbered or tied to impostors))"", ""timestep"": 10, ""human_role"": ""impostor"", ""human_won"": true}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_14\structured-v1\outcomes_v1.jsonl,1,2026-03-01T09:47:59.046521Z,
C08,2026-03-01_exp_14,game_duration,10,,,,"{""timestep"": 10}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_14\structured-v1\outcomes_v1.jsonl,1,2026-03-01T09:47:59.046521Z,
C08,2026-03-01_exp_14,survivors_at_end,4,2026-03-01_exp_14:game:8:event:51,,,"{""alive_players"": 4}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_14\structured-v1\events_v1.jsonl,51,2026-03-01T09:47:59.042742Z,
C08,2026-03-01_exp_15,game_outcome,impostor_win,,,,"{""winner"": 1, ""winner_reason"": ""Impostors win! (Crewmates being outnumbered or tied to impostors))"", ""timestep"": 10, ""human_role"": ""impostor"", ""human_won"": true}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_15\structured-v1\outcomes_v1.jsonl,1,2026-03-01T09:54:22.266981Z,
C08,2026-03-01_exp_15,game_duration,10,,,,"{""timestep"": 10}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_15\structured-v1\outcomes_v1.jsonl,1,2026-03-01T09:54:22.266981Z,
C08,2026-03-01_exp_15,survivors_at_end,4,2026-03-01_exp_15:game:9:event:65,,,"{""alive_players"": 4}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_15\structured-v1\events_v1.jsonl,65,2026-03-01T09:54:22.265762Z,
C08,2026-03-01_exp_16,game_outcome,crewmate_win,,,,"{""winner"": 2, ""winner_reason"": ""Crewmates win! (Impostors eliminated)"", ""timestep"": 7, ""human_role"": ""impostor"", ""human_won"": false}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_16\structured-v1\outcomes_v1.jsonl,1,2026-03-01T10:00:55.317146Z,
C08,2026-03-01_exp_16,game_duration,7,,,,"{""timestep"": 7}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_16\structured-v1\outcomes_v1.jsonl,1,2026-03-01T10:00:55.317146Z,
C08,2026-03-01_exp_16,survivors_at_end,4,2026-03-01_exp_16:game:10:event:67,,,"{""alive_players"": 4}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_16\structured-v1\events_v1.jsonl,67,2026-03-01T10:00:55.312028Z,
C08,2026-03-01_exp_7,game_outcome,impostor_win,,,,"{""winner"": 1, ""winner_reason"": ""Impostors win! (Crewmates being outnumbered or tied to impostors))"", ""timestep"": 25, ""human_role"": ""impostor"", ""human_won"": true}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_7\structured-v1\outcomes_v1.jsonl,1,2026-03-01T07:55:16.528714Z,
C08,2026-03-01_exp_7,game_duration,25,,,,"{""timestep"": 25}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_7\structured-v1\outcomes_v1.jsonl,1,2026-03-01T07:55:16.528714Z,
C08,2026-03-01_exp_7,survivors_at_end,3,2026-03-01_exp_7:game:1:event:118,,,"{""alive_players"": 3}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_impostor\2026-03-01_exp_7\structured-v1\events_v1.jsonl,118,2026-03-01T07:55:16.526321Z,
