config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,actor_source,key_fields,source_file,line_number,timestamp,notes
C06,2026-02-28_exp_5,kill_event_v2,unwitnessed,2026-02-28_exp_5:game:1:event:40,Player 5: brown,Impostor,human,"{""victim"": ""Player 3: lime"", ""kill_timestep"": 5, ""external_witnesses"": [], ""kill_timing_cat"": ""mid"", ""game_duration"": 12, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_5\structured-v1\events_v1.jsonl,40,2026-02-28T07:37:41.724564Z,
C06,2026-02-28_exp_5,kill_event_v2,unwitnessed,2026-02-28_exp_5:game:1:event:62,Player 2: pink,Impostor,llm,"{""victim"": ""Player 7: red"", ""kill_timestep"": 9, ""external_witnesses"": [], ""kill_timing_cat"": ""late"", ""game_duration"": 12, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_5\structured-v1\events_v1.jsonl,62,2026-02-28T07:38:39.016116Z,
C06,2026-02-28_exp_5,kill_event_v2,unwitnessed,2026-02-28_exp_5:game:1:event:74,Player 5: brown,Impostor,human,"{""victim"": ""Player 1: blue"", ""kill_timestep"": 11, ""external_witnesses"": [], ""kill_timing_cat"": ""late"", ""game_duration"": 12, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_5\structured-v1\events_v1.jsonl,74,2026-02-28T07:39:41.684487Z,
C06,2026-02-28_exp_6,kill_event_v2,witnessed,2026-02-28_exp_6:game:2:event:22,Player 1: green,Impostor,human,"{""victim"": ""Player 2: brown"", ""kill_timestep"": 3, ""external_witnesses"": [""Player 7: pink""], ""kill_timing_cat"": ""early"", ""game_duration"": 28, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_6\structured-v1\events_v1.jsonl,22,2026-02-28T07:41:34.468068Z,
C06,2026-02-28_exp_6,kill_event_v2,unwitnessed,2026-02-28_exp_6:game:2:event:154,Player 1: green,Impostor,human,"{""victim"": ""Player 3: white"", ""kill_timestep"": 25, ""external_witnesses"": [], ""kill_timing_cat"": ""late"", ""game_duration"": 28, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_6\structured-v1\events_v1.jsonl,154,2026-02-28T07:55:56.367472Z,
C06,2026-02-28_exp_7,kill_event_v2,witnessed,2026-02-28_exp_7:game:3:event:91,Player 7: yellow,Impostor,human,"{""victim"": ""Player 6: green"", ""kill_timestep"": 12, ""external_witnesses"": [""Player 3: lime"", ""Player 4: pink""], ""kill_timing_cat"": ""mid"", ""game_duration"": 32, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_7\structured-v1\events_v1.jsonl,91,2026-02-28T08:05:34.398888Z,
C06,2026-02-28_exp_7,kill_event_v2,unwitnessed,2026-02-28_exp_7:game:3:event:132,Player 3: lime,Impostor,llm,"{""victim"": ""Player 4: pink"", ""kill_timestep"": 17, ""external_witnesses"": [], ""kill_timing_cat"": ""mid"", ""game_duration"": 32, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_7\structured-v1\events_v1.jsonl,132,2026-02-28T08:10:11.982612Z,
C06,2026-02-28_exp_7,kill_event_v2,unwitnessed,2026-02-28_exp_7:game:3:event:164,Player 3: lime,Impostor,llm,"{""victim"": ""Player 1: red"", ""kill_timestep"": 25, ""external_witnesses"": [], ""kill_timing_cat"": ""late"", ""game_duration"": 32, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_7\structured-v1\events_v1.jsonl,164,2026-02-28T08:11:16.803212Z,
C06,2026-02-28_exp_8,kill_event_v2,unwitnessed,2026-02-28_exp_8:game:4:event:16,Player 2: white,Impostor,human,"{""victim"": ""Player 6: black"", ""kill_timestep"": 2, ""external_witnesses"": [], ""kill_timing_cat"": ""early"", ""game_duration"": 10, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_8\structured-v1\events_v1.jsonl,16,2026-02-28T08:13:33.243670Z,
C06,2026-02-28_exp_8,kill_event_v2,witnessed,2026-02-28_exp_8:game:4:event:69,Player 2: white,Impostor,human,"{""victim"": ""Player 3: cyan"", ""kill_timestep"": 9, ""external_witnesses"": [""Player 4: orange"", ""Player 5: red""], ""kill_timing_cat"": ""late"", ""game_duration"": 10, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_8\structured-v1\events_v1.jsonl,69,2026-02-28T08:17:35.747767Z,
C06,2026-02-28_exp_8,kill_event_v2,witnessed,2026-02-28_exp_8:game:4:event:70,Player 4: orange,Impostor,llm,"{""victim"": ""Player 5: red"", ""kill_timestep"": 9, ""external_witnesses"": [""Player 2: white""], ""kill_timing_cat"": ""late"", ""game_duration"": 10, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_8\structured-v1\events_v1.jsonl,70,2026-02-28T08:17:38.826775Z,
C06,2026-02-28_exp_9,kill_event_v2,unwitnessed,2026-02-28_exp_9:game:5:event:10,Player 3: yellow,Impostor,human,"{""victim"": ""Player 2: green"", ""kill_timestep"": 1, ""external_witnesses"": [], ""kill_timing_cat"": ""early"", ""game_duration"": 12, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_9\structured-v1\events_v1.jsonl,10,2026-02-28T08:18:14.234927Z,
C06,2026-02-28_exp_9,kill_event_v2,unwitnessed,2026-02-28_exp_9:game:5:event:40,Player 3: yellow,Impostor,human,"{""victim"": ""Player 1: lime"", ""kill_timestep"": 6, ""external_witnesses"": [], ""kill_timing_cat"": ""mid"", ""game_duration"": 12, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_9\structured-v1\events_v1.jsonl,40,2026-02-28T08:19:45.696091Z,
C06,2026-02-28_exp_9,kill_event_v2,unwitnessed,2026-02-28_exp_9:game:5:event:65,Player 3: yellow,Impostor,human,"{""victim"": ""Player 4: orange"", ""kill_timestep"": 11, ""external_witnesses"": [], ""kill_timing_cat"": ""late"", ""game_duration"": 12, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-28_exp_9\structured-v1\events_v1.jsonl,65,2026-02-28T08:20:57.334603Z,
