config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,actor_source,key_fields,source_file,line_number,timestamp,notes
C01,2026-02-26_exp_11,kill_event_v2,unwitnessed,2026-02-26_exp_11:game:1:event:20,Player 6: cyan,Impostor,llm,"{""victim"": ""Player 2: blue"", ""kill_timestep"": 2, ""external_witnesses"": [], ""kill_timing_cat"": ""early"", ""game_duration"": 8, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_11\structured-v1\events_v1.jsonl,20,2026-02-26T13:59:42.127774Z,
C01,2026-02-26_exp_12,kill_event_v2,witnessed,2026-02-26_exp_12:game:2:event:9,Player 2: green,Impostor,llm,"{""victim"": ""Player 6: yellow"", ""kill_timestep"": 1, ""external_witnesses"": [""Player 3: cyan"", ""Player 4: black"", ""Player 7: brown""], ""kill_timing_cat"": ""early"", ""game_duration"": 9, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_12\structured-v1\events_v1.jsonl,9,2026-02-26T14:20:59.069162Z,
C01,2026-02-26_exp_13,kill_event_v2,unwitnessed,2026-02-26_exp_13:game:3:event:32,Player 4: purple,Impostor,llm,"{""victim"": ""Player 6: cyan"", ""kill_timestep"": 4, ""external_witnesses"": [], ""kill_timing_cat"": ""mid"", ""game_duration"": 9, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_13\structured-v1\events_v1.jsonl,32,2026-02-26T14:50:30.750825Z,
C01,2026-02-26_exp_14,kill_event_v2,witnessed,2026-02-26_exp_14:game:4:event:21,Player 7: cyan,Impostor,llm,"{""victim"": ""Player 2: black"", ""kill_timestep"": 2, ""external_witnesses"": [""Player 1: white"", ""Player 3: purple"", ""Player 4: lime"", ""Player 5: green"", ""Player 6: brown""], ""kill_timing_cat"": ""early"", ""game_duration"": 12, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_14\structured-v1\events_v1.jsonl,21,2026-02-26T15:15:42.879472Z,
C01,2026-02-26_exp_14,kill_event_v2,witnessed,2026-02-26_exp_14:game:4:event:22,Player 1: white,Impostor,llm,"{""victim"": ""Player 6: brown"", ""kill_timestep"": 3, ""external_witnesses"": [""Player 3: purple"", ""Player 4: lime"", ""Player 5: green"", ""Player 7: cyan""], ""kill_timing_cat"": ""early"", ""game_duration"": 12, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_14\structured-v1\events_v1.jsonl,22,2026-02-26T15:15:48.458687Z,
C01,2026-02-26_exp_15,kill_event_v2,witnessed,2026-02-26_exp_15:game:5:event:16,Player 2: red,Impostor,llm,"{""victim"": ""Player 3: cyan"", ""kill_timestep"": 2, ""external_witnesses"": [""Player 4: pink"", ""Player 5: orange"", ""Player 6: white"", ""Player 7: brown""], ""kill_timing_cat"": ""early"", ""game_duration"": 14, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_15\structured-v1\events_v1.jsonl,16,2026-02-26T15:27:36.363372Z,
C01,2026-02-26_exp_15,kill_event_v2,unwitnessed,2026-02-26_exp_15:game:5:event:50,Player 1: lime,Impostor,llm,"{""victim"": ""Player 5: orange"", ""kill_timestep"": 5, ""external_witnesses"": [], ""kill_timing_cat"": ""mid"", ""game_duration"": 14, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_15\structured-v1\events_v1.jsonl,50,2026-02-26T15:36:30.039677Z,
C01,2026-02-26_exp_15,kill_event_v2,witnessed,2026-02-26_exp_15:game:5:event:95,Player 1: lime,Impostor,llm,"{""victim"": ""Player 6: white"", ""kill_timestep"": 13, ""external_witnesses"": [""Player 7: brown""], ""kill_timing_cat"": ""late"", ""game_duration"": 14, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\expt-logs\2026-02-26_exp_15\structured-v1\events_v1.jsonl,95,2026-02-26T15:49:35.451010Z,
C01,2026-02-28_exp_0,kill_event_v2,witnessed,2026-02-28_exp_0:game:1:event:23,Player 2: pink,Impostor,llm,"{""victim"": ""Player 6: orange"", ""kill_timestep"": 3, ""external_witnesses"": [""Player 3: red"", ""Player 4: black"", ""Player 5: yellow""], ""kill_timing_cat"": ""early"", ""game_duration"": 12, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_0\structured-v1\events_v1.jsonl,23,2026-02-28T08:04:25.567427Z,
C01,2026-02-28_exp_1,kill_event_v2,unwitnessed,2026-02-28_exp_1:game:2:event:30,Player 2: yellow,Impostor,llm,"{""victim"": ""Player 3: purple"", ""kill_timestep"": 4, ""external_witnesses"": [], ""kill_timing_cat"": ""early"", ""game_duration"": 15, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\aadi-expt-logs\expt-logs\2026-02-28_exp_1\structured-v1\events_v1.jsonl,30,2026-02-28T08:18:00.773139Z,
