config_id,run_id,metric_name,metric_value,event_ids,actor,actor_identity,actor_source,key_fields,source_file,line_number,timestamp,notes
C07,2026-02-27_exp_3,task_completed_v2,llm,2026-02-27_exp_3:game:1:event:2,Player 2: yellow,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_3\structured-v1\events_v1.jsonl,2,2026-02-27T15:36:49.840829Z,
C07,2026-02-27_exp_3,task_completed_v2,llm,2026-02-27_exp_3:game:1:event:4,Player 4: purple,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_3\structured-v1\events_v1.jsonl,4,2026-02-27T15:37:01.972809Z,
C07,2026-02-27_exp_3,task_completed_v2,llm,2026-02-27_exp_3:game:1:event:6,Player 6: lime,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_3\structured-v1\events_v1.jsonl,6,2026-02-27T15:37:07.815999Z,
C07,2026-02-27_exp_3,task_completed_v2,llm,2026-02-27_exp_3:game:1:event:7,Player 7: white,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_3\structured-v1\events_v1.jsonl,7,2026-02-27T15:37:12.282007Z,
C07,2026-02-27_exp_3,task_completed_v2,llm,2026-02-27_exp_3:game:1:event:11,Player 4: purple,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_3\structured-v1\events_v1.jsonl,11,2026-02-27T15:37:35.819954Z,
C07,2026-02-27_exp_3,task_completed_v2,llm,2026-02-27_exp_3:game:1:event:14,Player 7: white,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_3\structured-v1\events_v1.jsonl,14,2026-02-27T15:37:43.646636Z,
C07,2026-02-27_exp_3,task_completed_v2,llm,2026-02-27_exp_3:game:1:event:16,Player 2: yellow,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_3\structured-v1\events_v1.jsonl,16,2026-02-27T15:37:49.143314Z,
C07,2026-02-27_exp_3,task_completed_v2,llm,2026-02-27_exp_3:game:1:event:19,Player 6: lime,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_3\structured-v1\events_v1.jsonl,19,2026-02-27T15:37:57.496094Z,
C07,2026-02-27_exp_3,task_completed_v2,llm,2026-02-27_exp_3:game:1:event:20,Player 7: white,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_3\structured-v1\events_v1.jsonl,20,2026-02-27T15:38:01.846451Z,
C07,2026-02-27_exp_3,task_completed_v2,llm,2026-02-27_exp_3:game:1:event:31,Player 6: lime,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_3\structured-v1\events_v1.jsonl,31,2026-02-27T15:38:37.236130Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:8,Player 1: yellow,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,8,2026-02-27T15:43:54.880329Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:16,Player 2: lime,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,16,2026-02-27T15:48:14.741582Z,
C07,2026-02-27_exp_4,task_completed_v2,human,2026-02-27_exp_4:game:2:event:18,Player 4: white,Crewmate,human,"{""tasks_total_this_player"": 3, ""actor_source"": ""human""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,18,2026-02-27T15:48:39.007292Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:19,Player 5: red,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,19,2026-02-27T15:48:42.552791Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:20,Player 6: green,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,20,2026-02-27T15:48:43.092571Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:22,Player 1: yellow,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,22,2026-02-27T15:48:47.741543Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:23,Player 2: lime,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,23,2026-02-27T15:48:49.622846Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:62,Player 1: yellow,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,62,2026-02-27T15:51:46.469052Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:65,Player 6: green,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,65,2026-02-27T15:51:59.225732Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:72,Player 1: yellow,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,72,2026-02-27T15:52:23.345193Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:73,Player 2: lime,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,73,2026-02-27T15:52:26.788103Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:78,Player 2: lime,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,78,2026-02-27T15:52:44.808383Z,
C07,2026-02-27_exp_4,task_completed_v2,llm,2026-02-27_exp_4:game:2:event:152,Player 5: red,Crewmate,llm,"{""tasks_total_this_player"": 3, ""actor_source"": ""llm""}",C:\Users\shiven\Desktop\AmongUs\amongus_llama_human_crewmate\2026-02-27_exp_4\structured-v1\events_v1.jsonl,152,2026-02-27T15:56:51.417806Z,
